InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,OriginalDescription_x,MissingCustomerID_x,MissingDescription_x,IsCancelled_x,IsReturn_x,IsFreeItem_x,TotalPrice_x,Year_x,Month_x,MonthYear_x,YearQuarter_x,Hour_x,Minute_x,Time_x,TimeOfDay_x,OriginalDescription_y,MissingCustomerID_y,MissingDescription_y,IsCancelled_y,IsReturn_y,IsFreeItem_y,TotalPrice_y,Year_y,Month_y,MonthYear_y,YearQuarter_y,Hour_y,Minute_y,Time_y,TimeOfDay_y
548328,21527,RED RETROSPOT TRADITIONAL TEAPOT ,-21,2011-03-30 13:11:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,3,2011-03,2011Q1,13,11,13:11:00,Afternoon,,,,,,,,,,,,,,,
548339,21827,EIGHT PIECE CREEPY CRAWLIE SET,-42,2011-03-30 14:08:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,3,2011-03,2011Q1,14,8,14:08:00,Afternoon,,,,,,,,,,,,,,,
548365,79172D,,-7,2011-03-30 15:49:00,0.0,,United Kingdom,,True,True,False,True,True,-0.0,2011,3,2011-03,2011Q1,15,49,15:49:00,Afternoon,,,,,,,,,,,,,,,
548366,84678,CLASSICAL ROSE SMALL VASE,-33,2011-03-30 15:50:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,3,2011-03,2011Q1,15,50,15:50:00,Afternoon,,,,,,,,,,,,,,,
548369,84683,CLASSICAL ROSE CANDLESTAND,-6,2011-03-30 16:00:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,3,2011-03,2011Q1,16,0,16:00:00,Afternoon,,,,,,,,,,,,,,,
548376,22533,MAGIC DRAWING SLATE BAKE A CAKE ,-80,2011-03-30 16:39:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,3,2011-03,2011Q1,16,39,16:39:00,Afternoon,,,,,,,,,,,,,,,
548377,85016,SET OF 6 VINTAGE NOTELETS KIT,-46,2011-03-30 16:40:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,3,2011-03,2011Q1,16,40,16:40:00,Afternoon,,,,,,,,,,,,,,,
548378,22052,VINTAGE CARAVAN GIFT WRAP,-75,2011-03-30 16:41:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,3,2011-03,2011Q1,16,41,16:41:00,Afternoon,,,,,,,,,,,,,,,
548380,22127,PARTY CONES CARNIVAL ASSORTED,-60,2011-03-30 16:44:00,0.0,,United Kingdom,Dotcom sold in 6's,True,False,False,True,True,-0.0,2011,3,2011-03,2011Q1,16,44,16:44:00,Afternoon,,,,,,,,,,,,,,,
548381,22127,PARTY CONES CARNIVAL ASSORTED,-690,2011-03-30 16:45:00,0.0,,United Kingdom,sold in set?,True,False,False,True,True,-0.0,2011,3,2011-03,2011Q1,16,45,16:45:00,Afternoon,,,,,,,,,,,,,,,
548382,84898F,YELLOW FLOWERS FELT HANDBAG KIT,-2,2011-03-30 16:46:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,3,2011-03,2011Q1,16,46,16:46:00,Afternoon,,,,,,,,,,,,,,,
548385,22168,ORGANISER WOOD ANTIQUE WHITE ,-19,2011-03-30 16:47:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,3,2011-03,2011Q1,16,47,16:47:00,Afternoon,,,,,,,,,,,,,,,
548394,82494L,WOODEN FRAME ANTIQUE WHITE ,-39,2011-03-30 17:18:00,0.0,,United Kingdom,cracked,True,False,False,True,True,-0.0,2011,3,2011-03,2011Q1,17,18,17:18:00,Afternoon,,,,,,,,,,,,,,,
548395,22194,BLACK DINER WALL CLOCK,-9,2011-03-30 17:20:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,3,2011-03,2011Q1,17,20,17:20:00,Afternoon,,,,,,,,,,,,,,,
548396,22719,GUMBALL MONOCHROME COAT RACK,-25,2011-03-30 17:21:00,0.0,,United Kingdom,sold as 22467,True,False,False,True,True,-0.0,2011,3,2011-03,2011Q1,17,21,17:21:00,Afternoon,,,,,,,,,,,,,,,
548397,21195,PINK  HONEYCOMB PAPER BALL ,-30,2011-03-30 17:23:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,3,2011-03,2011Q1,17,23,17:23:00,Afternoon,,,,,,,,,,,,,,,
548398,22482,BLUE TEA TOWEL CLASSIC DESIGN,-66,2011-03-30 17:24:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,3,2011-03,2011Q1,17,24,17:24:00,Afternoon,,,,,,,,,,,,,,,
548402,21040,MODERN VINTAGE COTTON SHOPPING BAG,-5,2011-03-31 09:26:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,3,2011-03,2011Q1,9,26,09:26:00,Morning,,,,,,,,,,,,,,,
548536,90010B,BLACK/WHITE GLASS/SILVER BRACELET,-50,2011-03-31 17:34:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,3,2011-03,2011Q1,17,34,17:34:00,Afternoon,,,,,,,,,,,,,,,
548537,90173,PAIR BUTTERFLY HAIR CLIPS,-28,2011-03-31 17:35:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,3,2011-03,2011Q1,17,35,17:35:00,Afternoon,,,,,,,,,,,,,,,
548540,90035A,"PEARL & SHELL 42""NECKL. GREEN",-9,2011-03-31 17:51:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,3,2011-03,2011Q1,17,51,17:51:00,Afternoon,,,,,,,,,,,,,,,
548615,16010,FOLDING CAMPING SCISSOR W/KNIF & S,-7,2011-04-01 11:47:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,4,2011-04,2011Q2,11,47,11:47:00,Morning,,,,,,,,,,,,,,,
548620,84313B,BLUE TV TRAY TABLE ,-32,2011-04-01 11:53:00,0.0,,United Kingdom,Damaged,True,False,False,True,True,-0.0,2011,4,2011-04,2011Q2,11,53,11:53:00,Morning,,,,,,,,,,,,,,,
548646,21472,LADYBIRD + BEE RAFFIA FOOD COVER,-140,2011-04-01 13:15:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,4,2011-04,2011Q2,13,15,13:15:00,Afternoon,,,,,,,,,,,,,,,
548662,82494L,WOODEN FRAME ANTIQUE WHITE ,-180,2011-04-01 14:31:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,4,2011-04,2011Q2,14,31,14:31:00,Afternoon,,,,,,,,,,,,,,,
548675,85185D,FROG SOCK PUPPET,-2,2011-04-01 16:39:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,4,2011-04,2011Q2,16,39,16:39:00,Afternoon,,,,,,,,,,,,,,,
548676,72800F,,-5,2011-04-01 16:40:00,0.0,,United Kingdom,,True,True,False,True,True,-0.0,2011,4,2011-04,2011Q2,16,40,16:40:00,Afternoon,,,,,,,,,,,,,,,
548677,72781,,-30,2011-04-01 16:40:00,0.0,,United Kingdom,,True,True,False,True,True,-0.0,2011,4,2011-04,2011Q2,16,40,16:40:00,Afternoon,,,,,,,,,,,,,,,
548678,35015,,-9,2011-04-01 16:41:00,0.0,,United Kingdom,,True,True,False,True,True,-0.0,2011,4,2011-04,2011Q2,16,41,16:41:00,Afternoon,,,,,,,,,,,,,,,
548679,72793,,-3,2011-04-01 16:42:00,0.0,,United Kingdom,,True,True,False,True,True,-0.0,2011,4,2011-04,2011Q2,16,42,16:42:00,Afternoon,,,,,,,,,,,,,,,
548680,72800D,4 BLUE DINNER CANDLES SILVER FLOCK,-18,2011-04-01 16:43:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,4,2011-04,2011Q2,16,43,16:43:00,Afternoon,,,,,,,,,,,,,,,
548682,72789,,-2,2011-04-01 16:44:00,0.0,,United Kingdom,,True,True,False,True,True,-0.0,2011,4,2011-04,2011Q2,16,44,16:44:00,Afternoon,,,,,,,,,,,,,,,
548684,72798C,SET/4 GARDEN ROSE DINNER CANDLE,-2,2011-04-01 16:46:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,4,2011-04,2011Q2,16,46,16:46:00,Afternoon,,,,,,,,,,,,,,,
548685,85018B,,-2,2011-04-01 16:47:00,0.0,,United Kingdom,,True,True,False,True,True,-0.0,2011,4,2011-04,2011Q2,16,47,16:47:00,Afternoon,,,,,,,,,,,,,,,
548693,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-60,2011-04-01 17:25:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,4,2011-04,2011Q2,17,25,17:25:00,Afternoon,,,,,,,,,,,,,,,
548886,85118,HEART T-LIGHT HOLDER,-6,2011-04-04 15:23:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,4,2011-04,2011Q2,15,23,15:23:00,Afternoon,,,,,,,,,,,,,,,
548887,35824B,,-8,2011-04-04 15:24:00,0.0,,United Kingdom,,True,True,False,True,True,-0.0,2011,4,2011-04,2011Q2,15,24,15:24:00,Afternoon,,,,,,,,,,,,,,,
548888,84726,,-14,2011-04-04 15:25:00,0.0,,United Kingdom,,True,True,False,True,True,-0.0,2011,4,2011-04,2011Q2,15,25,15:25:00,Afternoon,,,,,,,,,,,,,,,
548889,84875A,,-17,2011-04-04 15:26:00,0.0,,United Kingdom,,True,True,False,True,True,-0.0,2011,4,2011-04,2011Q2,15,26,15:26:00,Afternoon,,,,,,,,,,,,,,,
548890,84876C,,-19,2011-04-04 15:26:00,0.0,,United Kingdom,,True,True,False,True,True,-0.0,2011,4,2011-04,2011Q2,15,26,15:26:00,Afternoon,,,,,,,,,,,,,,,
548897,47570B,TEA TIME TABLE CLOTH,-70,2011-04-04 16:22:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,4,2011-04,2011Q2,16,22,16:22:00,Afternoon,,,,,,,,,,,,,,,
548980,22114,HOT WATER BOTTLE TEA AND SYMPATHY,-194,2011-04-05 12:21:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,4,2011-04,2011Q2,12,21,12:21:00,Morning,,,,,,,,,,,,,,,
548986,21210,SET OF 72 RETROSPOT PAPER  DOILIES,-177,2011-04-05 12:46:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,4,2011-04,2011Q2,12,46,12:46:00,Morning,,,,,,,,,,,,,,,
548989,72799F,IVORY PILLAR CANDLE GOLD FLOCK,-46,2011-04-05 13:19:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,4,2011-04,2011Q2,13,19,13:19:00,Afternoon,,,,,,,,,,,,,,,
548999,84743C,damages,-26,2011-04-05 14:34:00,0.0,,United Kingdom,damages,True,False,False,True,True,-0.0,2011,4,2011-04,2011Q2,14,34,14:34:00,Afternoon,,,,,,,,,,,,,,,
549000,35972,DAISY FOLKART HEART DECORATION,-45,2011-04-05 14:35:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,4,2011-04,2011Q2,14,35,14:35:00,Afternoon,,,,,,,,,,,,,,,
549001,84845D,,-5,2011-04-05 14:35:00,0.0,,United Kingdom,,True,True,False,True,True,-0.0,2011,4,2011-04,2011Q2,14,35,14:35:00,Afternoon,,,,,,,,,,,,,,,
549004,21274,,-3,2011-04-05 14:37:00,0.0,,United Kingdom,,True,True,False,True,True,-0.0,2011,4,2011-04,2011Q2,14,37,14:37:00,Afternoon,,,,,,,,,,,,,,,
549005,16020C,CLEAR STATIONERY BOX SET ,-5,2011-04-05 14:37:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,4,2011-04,2011Q2,14,37,14:37:00,Afternoon,,,,,,,,,,,,,,,
549006,84508B,STRIPES DESIGN TEDDY,-23,2011-04-05 14:38:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,4,2011-04,2011Q2,14,38,14:38:00,Afternoon,,,,,,,,,,,,,,,
549008,21281,VINTAGE KITCHEN PRINT SEAFOOD,-31,2011-04-05 14:38:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,4,2011-04,2011Q2,14,38,14:38:00,Afternoon,,,,,,,,,,,,,,,
549009,21474,,-8,2011-04-05 14:39:00,0.0,,United Kingdom,,True,True,False,True,True,-0.0,2011,4,2011-04,2011Q2,14,39,14:39:00,Afternoon,,,,,,,,,,,,,,,
549010,21684,SMALL MEDINA STAMPED METAL BOWL ,-62,2011-04-05 14:39:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,4,2011-04,2011Q2,14,39,14:39:00,Afternoon,,,,,,,,,,,,,,,
549011,62096B,,-8,2011-04-05 14:41:00,0.0,,United Kingdom,,True,True,False,True,True,-0.0,2011,4,2011-04,2011Q2,14,41,14:41:00,Afternoon,,,,,,,,,,,,,,,
549028,84569A,PACK 3 IRON ON DOG PATCHES,-18,2011-04-05 17:02:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,4,2011-04,2011Q2,17,2,17:02:00,Afternoon,,,,,,,,,,,,,,,
549029,84569B,PACK 3 FIRE ENGINE/CAR PATCHES,-17,2011-04-05 17:03:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,4,2011-04,2011Q2,17,3,17:03:00,Afternoon,,,,,,,,,,,,,,,
549030,84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,-61,2011-04-05 17:03:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,4,2011-04,2011Q2,17,3,17:03:00,Afternoon,,,,,,,,,,,,,,,
549031,10134,,-19,2011-04-05 17:04:00,0.0,,United Kingdom,,True,True,False,True,True,-0.0,2011,4,2011-04,2011Q2,17,4,17:04:00,Afternoon,,,,,,,,,,,,,,,
549032,20778,GARDEN PATH NOTEBOOK ,-6,2011-04-05 17:06:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,4,2011-04,2011Q2,17,6,17:06:00,Afternoon,,,,,,,,,,,,,,,
549033,16254,TRANSPARENT ACRYLIC TAPE DISPENSER,-5,2011-04-05 17:08:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,4,2011-04,2011Q2,17,8,17:08:00,Afternoon,,,,,,,,,,,,,,,
549035,72051S,BAG OF SILVER STONES,-15,2011-04-05 17:09:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,4,2011-04,2011Q2,17,9,17:09:00,Afternoon,,,,,,,,,,,,,,,
549036,84993B,75 BLACK PETIT FOUR CASES,-54,2011-04-05 17:09:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,4,2011-04,2011Q2,17,9,17:09:00,Afternoon,,,,,,,,,,,,,,,
549037,84569C,,-37,2011-04-05 17:09:00,0.0,,United Kingdom,,True,True,False,True,True,-0.0,2011,4,2011-04,2011Q2,17,9,17:09:00,Afternoon,,,,,,,,,,,,,,,
549038,84569D,PACK 6 HEART/ICE-CREAM PATCHES,-70,2011-04-05 17:10:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,4,2011-04,2011Q2,17,10,17:10:00,Afternoon,,,,,,,,,,,,,,,
549042,21681,GIANT MEDINA STAMPED METAL BOWL ,-2,2011-04-05 17:24:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,4,2011-04,2011Q2,17,24,17:24:00,Afternoon,,,,,,,,,,,,,,,
549043,84990,,-24,2011-04-05 17:26:00,0.0,,United Kingdom,,True,True,False,True,True,-0.0,2011,4,2011-04,2011Q2,17,26,17:26:00,Afternoon,,,,,,,,,,,,,,,
549132,20756,GREEN FERN POCKET BOOK,-70,2011-04-06 15:22:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,4,2011-04,2011Q2,15,22,15:22:00,Afternoon,,,,,,,,,,,,,,,
549133,20759,CHRYSANTHEMUM POCKET BOOK ,-52,2011-04-06 15:22:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,4,2011-04,2011Q2,15,22,15:22:00,Afternoon,,,,,,,,,,,,,,,
549134,20758,ABSTRACT CIRCLES POCKET BOOK,-54,2011-04-06 15:22:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,4,2011-04,2011Q2,15,22,15:22:00,Afternoon,,,,,,,,,,,,,,,
549136,21414,,-3,2011-04-06 15:23:00,0.0,,United Kingdom,,True,True,False,True,True,-0.0,2011,4,2011-04,2011Q2,15,23,15:23:00,Afternoon,,,,,,,,,,,,,,,
549137,84459B,YELLOW METAL CHICKEN HEART ,-7,2011-04-06 15:24:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,4,2011-04,2011Q2,15,24,15:24:00,Afternoon,,,,,,,,,,,,,,,
549139,22988,SOLDIERS EGG CUP ,-91,2011-04-06 15:26:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,4,2011-04,2011Q2,15,26,15:26:00,Afternoon,,,,,,,,,,,,,,,
549142,35650,,-24,2011-04-06 15:26:00,0.0,,United Kingdom,,True,True,False,True,True,-0.0,2011,4,2011-04,2011Q2,15,26,15:26:00,Afternoon,,,,,,,,,,,,,,,
549143,84597C,RETRO PINK BALL ASHTRAY ,-17,2011-04-06 15:27:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,4,2011-04,2011Q2,15,27,15:27:00,Afternoon,,,,,,,,,,,,,,,
549144,21416,CLAM SHELL LARGE,-14,2011-04-06 15:28:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,4,2011-04,2011Q2,15,28,15:28:00,Afternoon,,,,,,,,,,,,,,,
549146,85017A,ENVELOPE 50 ROMANTIC IMAGES,-10,2011-04-06 15:29:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,4,2011-04,2011Q2,15,29,15:29:00,Afternoon,,,,,,,,,,,,,,,
549147,20773,BLUE PAISLEY NOTEBOOK,-4,2011-04-06 15:30:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,4,2011-04,2011Q2,15,30,15:30:00,Afternoon,,,,,,,,,,,,,,,
549149,35649,VINTAGE BEAD COSMETIC BAG ,-43,2011-04-06 15:31:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,4,2011-04,2011Q2,15,31,15:31:00,Afternoon,,,,,,,,,,,,,,,
549150,79336,LIGHT PINK FLOCK GLASS CANDLEHOLDER,-47,2011-04-06 15:32:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,4,2011-04,2011Q2,15,32,15:32:00,Afternoon,,,,,,,,,,,,,,,
549156,17013D,ORIGAMI ROSE INCENSE IN TUBE,-9,2011-04-06 17:11:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,4,2011-04,2011Q2,17,11,17:11:00,Afternoon,,,,,,,,,,,,,,,
549157,21511,,-9,2011-04-06 17:13:00,0.0,,United Kingdom,,True,True,False,True,True,-0.0,2011,4,2011-04,2011Q2,17,13,17:13:00,Afternoon,,,,,,,,,,,,,,,
549158,21910,WAY OUT METAL SIGN ,-1,2011-04-06 17:13:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,4,2011-04,2011Q2,17,13,17:13:00,Afternoon,,,,,,,,,,,,,,,
549159,22052,VINTAGE CARAVAN GIFT WRAP,-25,2011-04-06 17:14:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,4,2011-04,2011Q2,17,14,17:14:00,Afternoon,,,,,,,,,,,,,,,
549160,81953P,ROUND ARTICULATED PINK CLOCK W/SUCK,-7,2011-04-06 17:15:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,4,2011-04,2011Q2,17,15,17:15:00,Afternoon,,,,,,,,,,,,,,,
549161,21518,BANK ACCOUNT  GREETING  CARD ,-31,2011-04-06 17:15:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,4,2011-04,2011Q2,17,15,17:15:00,Afternoon,,,,,,,,,,,,,,,
549164,16169P,WRAP GREEN RUSSIAN FOLKART ,-75,2011-04-06 17:20:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,4,2011-04,2011Q2,17,20,17:20:00,Afternoon,,,,,,,,,,,,,,,
549165,35815P,"ACRYLIC JEWEL SNOWFLAKE, PINK",-63,2011-04-06 17:20:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,4,2011-04,2011Q2,17,20,17:20:00,Afternoon,,,,,,,,,,,,,,,
549167,84846A,SCENTED CANDLE IN DIGITALIS TIN,-8,2011-04-06 17:24:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,4,2011-04,2011Q2,17,24,17:24:00,Afternoon,,,,,,,,,,,,,,,
549168,21161,KEEP OUT BOYS DOOR HANGER ,-10,2011-04-06 17:24:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,4,2011-04,2011Q2,17,24,17:24:00,Afternoon,,,,,,,,,,,,,,,
549170,82545A,,-4,2011-04-06 17:25:00,0.0,,United Kingdom,,True,True,False,True,True,-0.0,2011,4,2011-04,2011Q2,17,25,17:25:00,Afternoon,,,,,,,,,,,,,,,
549171,84251F,,-2,2011-04-06 17:26:00,0.0,,United Kingdom,,True,True,False,True,True,-0.0,2011,4,2011-04,2011Q2,17,26,17:26:00,Afternoon,,,,,,,,,,,,,,,
549172,21637,ASSORTED SANSKRIT MINI NOTEBOOK,-139,2011-04-06 17:27:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,4,2011-04,2011Q2,17,27,17:27:00,Afternoon,,,,,,,,,,,,,,,
549173,84218,BOX/12 CHICK & EGG IN BASKET,-2,2011-04-06 17:28:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,4,2011-04,2011Q2,17,28,17:28:00,Afternoon,,,,,,,,,,,,,,,
549174,21160,KEEP OUT GIRLS DOOR HANGER ,-7,2011-04-06 17:30:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,4,2011-04,2011Q2,17,30,17:30:00,Afternoon,,,,,,,,,,,,,,,
549175,21171,BATHROOM METAL SIGN ,-30,2011-04-06 17:30:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,4,2011-04,2011Q2,17,30,17:30:00,Afternoon,,,,,,,,,,,,,,,
549176,35603B,,-12,2011-04-06 17:31:00,0.0,,United Kingdom,,True,True,False,True,True,-0.0,2011,4,2011-04,2011Q2,17,31,17:31:00,Afternoon,,,,,,,,,,,,,,,
549178,47502,,-19,2011-04-06 17:33:00,0.0,,United Kingdom,,True,True,False,True,True,-0.0,2011,4,2011-04,2011Q2,17,33,17:33:00,Afternoon,,,,,,,,,,,,,,,
549179,84007,,-3,2011-04-06 17:34:00,0.0,,United Kingdom,,True,True,False,True,True,-0.0,2011,4,2011-04,2011Q2,17,34,17:34:00,Afternoon,,,,,,,,,,,,,,,
549180,84522,PINK PARTY SUNGLASSES,-30,2011-04-06 17:34:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,4,2011-04,2011Q2,17,34,17:34:00,Afternoon,,,,,,,,,,,,,,,
549244,79331,PINK FLOCK GLASS CANDLEHOLDER,-3,2011-04-07 11:53:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,4,2011-04,2011Q2,11,53,11:53:00,Morning,,,,,,,,,,,,,,,
549264,21337,,-21,2011-04-07 12:45:00,0.0,,United Kingdom,,True,True,False,True,True,-0.0,2011,4,2011-04,2011Q2,12,45,12:45:00,Morning,,,,,,,,,,,,,,,
549266,84593,CROCHET ROSE DES CLOTHES HANGER,-5,2011-04-07 12:45:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,4,2011-04,2011Q2,12,45,12:45:00,Morning,,,,,,,,,,,,,,,
549267,46037A,,-5,2011-04-07 12:46:00,0.0,,United Kingdom,,True,True,False,True,True,-0.0,2011,4,2011-04,2011Q2,12,46,12:46:00,Morning,,,,,,,,,,,,,,,
549268,84856S,SMALL TAHITI BEACH BAG,-7,2011-04-07 12:47:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,4,2011-04,2011Q2,12,47,12:47:00,Morning,,,,,,,,,,,,,,,
549270,84856L,LARGE TAHITI BEACH BAG,-27,2011-04-07 12:48:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,4,2011-04,2011Q2,12,48,12:48:00,Morning,,,,,,,,,,,,,,,
549271,62096B,,-2,2011-04-07 12:48:00,0.0,,United Kingdom,,True,True,False,True,True,-0.0,2011,4,2011-04,2011Q2,12,48,12:48:00,Morning,,,,,,,,,,,,,,,
549326,21738,COSY SLIPPER SHOES SMALL  RED ,-5,2011-04-08 10:45:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,4,2011-04,2011Q2,10,45,10:45:00,Morning,,,,,,,,,,,,,,,
549328,51008,AFGHAN SLIPPER SOCK PAIR,-110,2011-04-08 10:49:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,4,2011-04,2011Q2,10,49,10:49:00,Morning,,,,,,,,,,,,,,,
549329,84989A,75 GREEN FAIRY CAKE CASES,-1,2011-04-08 10:49:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,4,2011-04,2011Q2,10,49,10:49:00,Morning,,,,,,,,,,,,,,,
549330,84251J,,-28,2011-04-08 10:53:00,0.0,,United Kingdom,,True,True,False,True,True,-0.0,2011,4,2011-04,2011Q2,10,53,10:53:00,Morning,,,,,,,,,,,,,,,
549331,40018F,,-22,2011-04-08 10:54:00,0.0,,United Kingdom,,True,True,False,True,True,-0.0,2011,4,2011-04,2011Q2,10,54,10:54:00,Morning,,,,,,,,,,,,,,,
549332,84864A,,-2,2011-04-08 10:55:00,0.0,,United Kingdom,,True,True,False,True,True,-0.0,2011,4,2011-04,2011Q2,10,55,10:55:00,Morning,,,,,,,,,,,,,,,
549340,20774,GREEN FERN NOTEBOOK,-11,2011-04-08 11:02:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,4,2011-04,2011Q2,11,2,11:02:00,Morning,,,,,,,,,,,,,,,
549342,35818B,"ACRYLIC JEWEL ICICLE, BLUE",-53,2011-04-08 11:06:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,4,2011-04,2011Q2,11,6,11:06:00,Morning,,,,,,,,,,,,,,,
549343,72815,3 WICK CHRISTMAS BRIAR CANDLE ,-3,2011-04-08 11:07:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,4,2011-04,2011Q2,11,7,11:07:00,Morning,,,,,,,,,,,,,,,
549344,21825,,-14,2011-04-08 11:08:00,0.0,,United Kingdom,,True,True,False,True,True,-0.0,2011,4,2011-04,2011Q2,11,8,11:08:00,Morning,,,,,,,,,,,,,,,
549346,22033,BOTANICAL ROSE GREETING CARD,-50,2011-04-08 11:10:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,4,2011-04,2011Q2,11,10,11:10:00,Morning,,,,,,,,,,,,,,,
549348,84251B,"GREETING CARD, STICKY GORDON",-60,2011-04-08 11:13:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,4,2011-04,2011Q2,11,13,11:13:00,Morning,,,,,,,,,,,,,,,
549349,10123G,,-38,2011-04-08 11:13:00,0.0,,United Kingdom,,True,True,False,True,True,-0.0,2011,4,2011-04,2011Q2,11,13,11:13:00,Morning,,,,,,,,,,,,,,,
549350,84597B,RETRO BROWN BALL ASHTRAY ,-13,2011-04-08 11:14:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,4,2011-04,2011Q2,11,14,11:14:00,Morning,,,,,,,,,,,,,,,
549351,85006,SET 4 NURSERY DES ROUND BOXES,-21,2011-04-08 11:14:00,0.0,,United Kingdom,,True,False,False,True,True,-0.0,2011,4,2011-04,2011Q2,11,14,11:14:00,Morning,,,,,,,,,,,,,,,
