InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,OriginalDescription,TotalPrice,Year,Month,MonthYear,YearQuarter,Time,Hour,Minute,Weekday,TimeOfDay,MissingCustomerID,MissingDescription,IsValidSale,IsValidReturn
C545516,71459,HANGING JAM JAR T-LIGHT HOLDER,-1,2011-03-03 12:11:00,0.85,14276,United Kingdom,HANGING JAM JAR T-LIGHT HOLDER,-0.85,2011,3,2011-03,2011Q1,12:11:00,12,11,Thursday,Morning,False,False,False,True
C545516,22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,-1,2011-03-03 12:11:00,2.95,14276,United Kingdom,SET 3 SONG BIRD PAPER EGGS ASSORTED,-2.95,2011,3,2011-03,2011Q1,12:11:00,12,11,Thursday,Morning,False,False,False,True
C545516,22960,JAM MAKING SET WITH JARS,-1,2011-03-03 12:11:00,4.25,14276,United Kingdom,JAM MAKING SET WITH JARS,-4.25,2011,3,2011-03,2011Q1,12:11:00,12,11,Thursday,Morning,False,False,False,True
C545516,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,-1,2011-03-03 12:11:00,2.95,14276,United Kingdom,SET 3 PAPER VINTAGE CHICK PAPER EGG,-2.95,2011,3,2011-03,2011Q1,12:11:00,12,11,Thursday,Morning,False,False,False,True
C545516,22840,ROUND CAKE TIN VINTAGE RED,-2,2011-03-03 12:11:00,7.95,14276,United Kingdom,ROUND CAKE TIN VINTAGE RED,-15.9,2011,3,2011-03,2011Q1,12:11:00,12,11,Thursday,Morning,False,False,False,True
C545516,22838,3 TIER CAKE TIN RED AND CREAM,-3,2011-03-03 12:11:00,14.95,14276,United Kingdom,3 TIER CAKE TIN RED AND CREAM,-44.849999999999994,2011,3,2011-03,2011Q1,12:11:00,12,11,Thursday,Morning,False,False,False,True
C545516,20728,LUNCH BAG CARS BLUE,-2,2011-03-03 12:11:00,1.65,14276,United Kingdom,LUNCH BAG CARS BLUE,-3.3,2011,3,2011-03,2011Q1,12:11:00,12,11,Thursday,Morning,False,False,False,True
C545520,22318,FIVE HEART HANGING DECORATION,-1,2011-03-03 12:30:00,2.95,14744,United Kingdom,FIVE HEART HANGING DECORATION,-2.95,2011,3,2011-03,2011Q1,12:30:00,12,30,Thursday,Morning,False,False,False,True
C545525,22969,HOMEMADE JAM SCENTED CANDLES,-86,2011-03-03 13:11:00,1.25,12415,Australia,HOMEMADE JAM SCENTED CANDLES,-107.5,2011,3,2011-03,2011Q1,13:11:00,13,11,Thursday,Afternoon,False,False,False,True
C545525,22697,GREEN REGENCY TEACUP AND SAUCER,-24,2011-03-03 13:11:00,2.55,12415,Australia,GREEN REGENCY TEACUP AND SAUCER,-61.199999999999996,2011,3,2011-03,2011Q1,13:11:00,13,11,Thursday,Afternoon,False,False,False,True
C545529,22464,HANGING METAL HEART LANTERN,-1,2011-03-03 13:26:00,1.65,16191,United Kingdom,HANGING METAL HEART LANTERN,-1.65,2011,3,2011-03,2011Q1,13:26:00,13,26,Thursday,Afternoon,False,False,False,True
C545531,22180,RETROSPOT LAMP,-1,2011-03-03 13:45:00,9.95,17675,United Kingdom,RETROSPOT LAMP,-9.95,2011,3,2011-03,2011Q1,13:45:00,13,45,Thursday,Afternoon,False,False,False,True
C545532,22827,RUSTIC  SEVENTEEN DRAWER SIDEBOARD,-1,2011-03-03 13:57:00,85.0,15257,United Kingdom,RUSTIC  SEVENTEEN DRAWER SIDEBOARD,-85.0,2011,3,2011-03,2011Q1,13:57:00,13,57,Thursday,Afternoon,False,False,False,True
C545537,22456,NATURAL SLATE CHALKBOARD LARGE ,-1,2011-03-03 14:14:00,4.95,16212,United Kingdom,NATURAL SLATE CHALKBOARD LARGE ,-4.95,2011,3,2011-03,2011Q1,14:14:00,14,14,Thursday,Afternoon,False,False,False,True
C545537,21908,CHOCOLATE THIS WAY METAL SIGN,-2,2011-03-03 14:14:00,2.1,16212,United Kingdom,CHOCOLATE THIS WAY METAL SIGN,-4.2,2011,3,2011-03,2011Q1,14:14:00,14,14,Thursday,Afternoon,False,False,False,True
C545556,82486,WOOD S/3 CABINET ANT WHITE FINISH,-1,2011-03-03 15:21:00,7.95,15005,United Kingdom,WOOD S/3 CABINET ANT WHITE FINISH,-7.95,2011,3,2011-03,2011Q1,15:21:00,15,21,Thursday,Afternoon,False,False,False,True
C545556,37450,CERAMIC CAKE BOWL + HANGING CAKES,-1,2011-03-03 15:21:00,2.95,15005,United Kingdom,CERAMIC CAKE BOWL + HANGING CAKES,-2.95,2011,3,2011-03,2011Q1,15:21:00,15,21,Thursday,Afternoon,False,False,False,True
C545569,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-2,2011-03-03 16:25:00,4.95,14239,United Kingdom,SET OF 3 CAKE TINS PANTRY DESIGN ,-9.9,2011,3,2011-03,2011Q1,16:25:00,16,25,Thursday,Afternoon,False,False,False,True
C545569,22423,REGENCY CAKESTAND 3 TIER,-3,2011-03-03 16:26:00,12.75,14239,United Kingdom,REGENCY CAKESTAND 3 TIER,-38.25,2011,3,2011-03,2011Q1,16:26:00,16,26,Thursday,Afternoon,False,False,False,True
C545569,22840,ROUND CAKE TIN VINTAGE RED,-1,2011-03-03 16:26:00,7.95,14239,United Kingdom,ROUND CAKE TIN VINTAGE RED,-7.95,2011,3,2011-03,2011Q1,16:26:00,16,26,Thursday,Afternoon,False,False,False,True
C545639,22423,REGENCY CAKESTAND 3 TIER,-1,2011-03-04 12:28:00,10.95,13113,United Kingdom,REGENCY CAKESTAND 3 TIER,-10.95,2011,3,2011-03,2011Q1,12:28:00,12,28,Friday,Morning,False,False,False,True
C545650,40001,WHITE BAMBOO RIBS LAMPSHADE,-1,2011-03-04 13:14:00,0.64,15311,United Kingdom,WHITE BAMBOO RIBS LAMPSHADE,-0.64,2011,3,2011-03,2011Q1,13:14:00,13,14,Friday,Afternoon,False,False,False,True
C545650,22778,GLASS CLOCHE SMALL,-6,2011-03-04 13:14:00,3.39,15311,United Kingdom,GLASS CLOCHE SMALL,-20.34,2011,3,2011-03,2011Q1,13:14:00,13,14,Friday,Afternoon,False,False,False,True
C545671,22423,REGENCY CAKESTAND 3 TIER,-7,2011-03-06 10:08:00,10.95,15465,United Kingdom,REGENCY CAKESTAND 3 TIER,-76.64999999999999,2011,3,2011-03,2011Q1,10:08:00,10,8,Sunday,Morning,False,False,False,True
C545672,22784,LANTERN CREAM GAZEBO ,-1,2011-03-06 10:13:00,4.95,15304,United Kingdom,LANTERN CREAM GAZEBO ,-4.95,2011,3,2011-03,2011Q1,10:13:00,10,13,Sunday,Morning,False,False,False,True
C545673,22808,SET OF 6 T-LIGHTS EASTER CHICKS,-18,2011-03-06 10:14:00,2.95,14745,United Kingdom,SET OF 6 T-LIGHTS EASTER CHICKS,-53.1,2011,3,2011-03,2011Q1,10:14:00,10,14,Sunday,Morning,False,False,False,True
C545674,22666,RECIPE BOX PANTRY YELLOW DESIGN,-1,2011-03-06 10:25:00,2.95,18223,United Kingdom,RECIPE BOX PANTRY YELLOW DESIGN,-2.95,2011,3,2011-03,2011Q1,10:25:00,10,25,Sunday,Morning,False,False,False,True
C545674,22892,SET OF SALT AND PEPPER TOADSTOOLS,-1,2011-03-06 10:25:00,1.25,18223,United Kingdom,SET OF SALT AND PEPPER TOADSTOOLS,-1.25,2011,3,2011-03,2011Q1,10:25:00,10,25,Sunday,Morning,False,False,False,True
C545674,85099C,JUMBO  BAG BAROQUE BLACK WHITE,-1,2011-03-06 10:25:00,1.95,18223,United Kingdom,JUMBO  BAG BAROQUE BLACK WHITE,-1.95,2011,3,2011-03,2011Q1,10:25:00,10,25,Sunday,Morning,False,False,False,True
C545677,21258,VICTORIAN SEWING BOX LARGE,-4,2011-03-06 10:48:00,12.75,14543,United Kingdom,VICTORIAN SEWING BOX LARGE,-51.0,2011,3,2011-03,2011Q1,10:48:00,10,48,Sunday,Morning,False,False,False,True
C545677,22207,FRYING PAN UNION FLAG,-1,2011-03-06 10:48:00,4.25,14543,United Kingdom,FRYING PAN UNION FLAG,-4.25,2011,3,2011-03,2011Q1,10:48:00,10,48,Sunday,Morning,False,False,False,True
C545677,22625,RED KITCHEN SCALES,-2,2011-03-06 10:48:00,7.65,14543,United Kingdom,RED KITCHEN SCALES,-15.3,2011,3,2011-03,2011Q1,10:48:00,10,48,Sunday,Morning,False,False,False,True
C545677,22627,MINT KITCHEN SCALES,-1,2011-03-06 10:48:00,7.65,14543,United Kingdom,MINT KITCHEN SCALES,-7.65,2011,3,2011-03,2011Q1,10:48:00,10,48,Sunday,Morning,False,False,False,True
C545677,22624,IVORY KITCHEN SCALES,-4,2011-03-06 10:48:00,7.65,14543,United Kingdom,IVORY KITCHEN SCALES,-30.6,2011,3,2011-03,2011Q1,10:48:00,10,48,Sunday,Morning,False,False,False,True
C545677,21528,DAIRY MAID TRADITIONAL TEAPOT ,-2,2011-03-06 10:48:00,5.95,14543,United Kingdom,DAIRY MAID TRADITIONAL TEAPOT ,-11.9,2011,3,2011-03,2011Q1,10:48:00,10,48,Sunday,Morning,False,False,False,True
C545677,21534,DAIRY MAID LARGE MILK JUG,-1,2011-03-06 10:48:00,4.95,14543,United Kingdom,DAIRY MAID LARGE MILK JUG,-4.95,2011,3,2011-03,2011Q1,10:48:00,10,48,Sunday,Morning,False,False,False,True
C545677,21781,MA CAMPAGNE CUTLERY BOX,-7,2011-03-06 10:48:00,12.75,14543,United Kingdom,MA CAMPAGNE CUTLERY BOX,-89.25,2011,3,2011-03,2011Q1,10:48:00,10,48,Sunday,Morning,False,False,False,True
C545677,21843,RED RETROSPOT CAKE STAND,-1,2011-03-06 10:48:00,9.95,14543,United Kingdom,RED RETROSPOT CAKE STAND,-9.95,2011,3,2011-03,2011Q1,10:48:00,10,48,Sunday,Morning,False,False,False,True
C545678,22098,BOUDOIR SQUARE TISSUE BOX,-1,2011-03-06 10:49:00,1.25,16678,United Kingdom,BOUDOIR SQUARE TISSUE BOX,-1.25,2011,3,2011-03,2011Q1,10:49:00,10,49,Sunday,Morning,False,False,False,True
C545678,84978,HANGING HEART JAR T-LIGHT HOLDER,-1,2011-03-06 10:49:00,1.25,16678,United Kingdom,HANGING HEART JAR T-LIGHT HOLDER,-1.25,2011,3,2011-03,2011Q1,10:49:00,10,49,Sunday,Morning,False,False,False,True
C545679,22494,EMERGENCY FIRST AID TIN ,-1,2011-03-06 11:07:00,1.25,16923,United Kingdom,EMERGENCY FIRST AID TIN ,-1.25,2011,3,2011-03,2011Q1,11:07:00,11,7,Sunday,Morning,False,False,False,True
C545689,84849D,HOT BATHS SOAP HOLDER,-1,2011-03-06 12:43:00,1.69,16033,United Kingdom,HOT BATHS SOAP HOLDER,-1.69,2011,3,2011-03,2011Q1,12:43:00,12,43,Sunday,Morning,False,False,False,True
C545689,21658,GLASS  BEURRE DISH,-1,2011-03-06 12:43:00,3.95,16033,United Kingdom,GLASS  BEURRE DISH,-3.95,2011,3,2011-03,2011Q1,12:43:00,12,43,Sunday,Morning,False,False,False,True
C545720,15056N,EDWARDIAN PARASOL NATURAL,-1,2011-03-07 10:33:00,5.95,15039,United Kingdom,EDWARDIAN PARASOL NATURAL,-5.95,2011,3,2011-03,2011Q1,10:33:00,10,33,Monday,Morning,False,False,False,True
C545720,22797,CHEST OF DRAWERS GINGHAM HEART ,-1,2011-03-07 10:33:00,16.95,15039,United Kingdom,CHEST OF DRAWERS GINGHAM HEART ,-16.95,2011,3,2011-03,2011Q1,10:33:00,10,33,Monday,Morning,False,False,False,True
C545723,22357,KINGS CHOICE BISCUIT TIN,-2,2011-03-07 11:16:00,4.25,17048,United Kingdom,KINGS CHOICE BISCUIT TIN,-8.5,2011,3,2011-03,2011Q1,11:16:00,11,16,Monday,Morning,False,False,False,True
C545723,23182,TOILET SIGN OCCUPIED OR VACANT,-1,2011-03-07 11:16:00,0.83,17048,United Kingdom,TOILET SIGN OCCUPIED OR VACANT,-0.83,2011,3,2011-03,2011Q1,11:16:00,11,16,Monday,Morning,False,False,False,True
C545723,22960,JAM MAKING SET WITH JARS,-1,2011-03-07 11:16:00,4.25,17048,United Kingdom,JAM MAKING SET WITH JARS,-4.25,2011,3,2011-03,2011Q1,11:16:00,11,16,Monday,Morning,False,False,False,True
C545724,22697,GREEN REGENCY TEACUP AND SAUCER,-2,2011-03-07 11:18:00,2.95,14051,United Kingdom,GREEN REGENCY TEACUP AND SAUCER,-5.9,2011,3,2011-03,2011Q1,11:18:00,11,18,Monday,Morning,False,False,False,True
C545724,22423,REGENCY CAKESTAND 3 TIER,-8,2011-03-07 11:18:00,12.75,14051,United Kingdom,REGENCY CAKESTAND 3 TIER,-102.0,2011,3,2011-03,2011Q1,11:18:00,11,18,Monday,Morning,False,False,False,True
C545728,22636,CHILDS BREAKFAST SET CIRCUS PARADE,-1,2011-03-07 11:41:00,8.5,12484,Spain,CHILDS BREAKFAST SET CIRCUS PARADE,-8.5,2011,3,2011-03,2011Q1,11:41:00,11,41,Monday,Morning,False,False,False,True
C545728,22423,REGENCY CAKESTAND 3 TIER,-2,2011-03-07 11:41:00,12.75,12484,Spain,REGENCY CAKESTAND 3 TIER,-25.5,2011,3,2011-03,2011Q1,11:41:00,11,41,Monday,Morning,False,False,False,True
C545728,21232,STRAWBERRY CERAMIC TRINKET BOX,-2,2011-03-07 11:41:00,1.25,12484,Spain,STRAWBERRY CERAMIC TRINKET BOX,-2.5,2011,3,2011-03,2011Q1,11:41:00,11,41,Monday,Morning,False,False,False,True
C545769,21899,GARAGE KEY FOB,-18,2011-03-07 12:05:00,0.65,14903,United Kingdom,"KEY FOB , GARAGE DESIGN",-11.700000000000001,2011,3,2011-03,2011Q1,12:05:00,12,5,Monday,Morning,False,False,False,True
C545773,22429,ENAMEL MEASURING JUG CREAM,-1,2011-03-07 12:06:00,4.25,17139,United Kingdom,ENAMEL MEASURING JUG CREAM,-4.25,2011,3,2011-03,2011Q1,12:06:00,12,6,Monday,Morning,False,False,False,True
C545773,21843,RED RETROSPOT CAKE STAND,-1,2011-03-07 12:06:00,10.95,17139,United Kingdom,RED RETROSPOT CAKE STAND,-10.95,2011,3,2011-03,2011Q1,12:06:00,12,6,Monday,Morning,False,False,False,True
C545823,21314,SMALL GLASS HEART TRINKET POT,-3,2011-03-07 12:54:00,2.1,13884,United Kingdom,SMALL GLASS HEART TRINKET POT,-6.300000000000001,2011,3,2011-03,2011Q1,12:54:00,12,54,Monday,Morning,False,False,False,True
C545824,22654,DELUXE SEWING KIT ,-3,2011-03-07 13:00:00,5.95,15241,United Kingdom,DELUXE SEWING KIT ,-17.85,2011,3,2011-03,2011Q1,13:00:00,13,0,Monday,Afternoon,False,False,False,True
C545825,22064,PINK DOUGHNUT TRINKET POT ,-2,2011-03-07 13:01:00,1.65,12839,United Kingdom,PINK DOUGHNUT TRINKET POT ,-3.3,2011,3,2011-03,2011Q1,13:01:00,13,1,Monday,Afternoon,False,False,False,True
C545828,22697,GREEN REGENCY TEACUP AND SAUCER,-1,2011-03-07 13:05:00,2.95,15189,United Kingdom,GREEN REGENCY TEACUP AND SAUCER,-2.95,2011,3,2011-03,2011Q1,13:05:00,13,5,Monday,Afternoon,False,False,False,True
C545828,84978,HANGING HEART JAR T-LIGHT HOLDER,-1,2011-03-07 13:05:00,1.25,15189,United Kingdom,HANGING HEART JAR T-LIGHT HOLDER,-1.25,2011,3,2011-03,2011Q1,13:05:00,13,5,Monday,Afternoon,False,False,False,True
C545828,22423,REGENCY CAKESTAND 3 TIER,-6,2011-03-07 13:05:00,10.95,15189,United Kingdom,REGENCY CAKESTAND 3 TIER,-65.69999999999999,2011,3,2011-03,2011Q1,13:05:00,13,5,Monday,Afternoon,False,False,False,True
C545829,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,-12,2011-03-07 13:08:00,1.25,15290,United Kingdom,SET OF 3 BUTTERFLY COOKIE CUTTERS,-15.0,2011,3,2011-03,2011Q1,13:08:00,13,8,Monday,Afternoon,False,False,False,True
C545829,84378,SET OF 3 HEART COOKIE CUTTERS,-24,2011-03-07 13:08:00,1.25,15290,United Kingdom,SET OF 3 HEART COOKIE CUTTERS,-30.0,2011,3,2011-03,2011Q1,13:08:00,13,8,Monday,Afternoon,False,False,False,True
C545831,22156,HEART DECORATION WITH PEARLS ,-5,2011-03-07 13:10:00,0.85,15194,United Kingdom,HEART DECORATION WITH PEARLS ,-4.25,2011,3,2011-03,2011Q1,13:10:00,13,10,Monday,Afternoon,False,False,False,True
C545831,22666,RECIPE BOX PANTRY YELLOW DESIGN,-2,2011-03-07 13:10:00,2.95,15194,United Kingdom,RECIPE BOX PANTRY YELLOW DESIGN,-5.9,2011,3,2011-03,2011Q1,13:10:00,13,10,Monday,Afternoon,False,False,False,True
C545833,22507,MEMO BOARD RETROSPOT  DESIGN,-1,2011-03-07 13:14:00,4.25,16013,United Kingdom,MEMO BOARD RETROSPOT  DESIGN,-4.25,2011,3,2011-03,2011Q1,13:14:00,13,14,Monday,Afternoon,False,False,False,True
C545833,22178,VICTORIAN GLASS HANGING T-LIGHT,-3,2011-03-07 13:14:00,1.06,16013,United Kingdom,VICTORIAN GLASS HANGING T-LIGHT,-3.18,2011,3,2011-03,2011Q1,13:14:00,13,14,Monday,Afternoon,False,False,False,True
C545833,22158,3 HEARTS HANGING DECORATION RUSTIC,-5,2011-03-07 13:14:00,2.55,16013,United Kingdom,3 HEARTS HANGING DECORATION RUSTIC,-12.75,2011,3,2011-03,2011Q1,13:14:00,13,14,Monday,Afternoon,False,False,False,True
C545833,85053,FRENCH ENAMEL CANDLEHOLDER,-3,2011-03-07 13:14:00,1.69,16013,United Kingdom,FRENCH ENAMEL CANDLEHOLDER,-5.07,2011,3,2011-03,2011Q1,13:14:00,13,14,Monday,Afternoon,False,False,False,True
C545834,21844,RED RETROSPOT MUG,-1,2011-03-07 13:16:00,2.95,13458,United Kingdom,RED RETROSPOT MUG,-2.95,2011,3,2011-03,2011Q1,13:16:00,13,16,Monday,Afternoon,False,False,False,True
C545836,21067,VINTAGE RED TEATIME MUG,-1,2011-03-07 13:19:00,1.25,14606,United Kingdom,VINTAGE RED TEATIME MUG,-1.25,2011,3,2011-03,2011Q1,13:19:00,13,19,Monday,Afternoon,False,False,False,True
C545836,21630,FLOOR CUSHION ELEPHANT CARNIVAL,-1,2011-03-07 13:19:00,8.95,14606,United Kingdom,FLOOR CUSHION ELEPHANT CARNIVAL,-8.95,2011,3,2011-03,2011Q1,13:19:00,13,19,Monday,Afternoon,False,False,False,True
C545836,21789,KIDS RAIN MAC PINK,-1,2011-03-07 13:19:00,0.85,14606,United Kingdom,KIDS RAIN MAC PINK,-0.85,2011,3,2011-03,2011Q1,13:19:00,13,19,Monday,Afternoon,False,False,False,True
C545837,22181,SNOWSTORM PHOTO FRAME FRIDGE MAGNET,-24,2011-03-07 13:32:00,0.85,12598,France,SNOWSTORM PHOTO FRAME FRIDGE MAGNET,-20.4,2011,3,2011-03,2011Q1,13:32:00,13,32,Monday,Afternoon,False,False,False,True
C545839,22192,BLUE DINER WALL CLOCK,-1,2011-03-07 13:33:00,8.5,15110,United Kingdom,BLUE DINER WALL CLOCK,-8.5,2011,3,2011-03,2011Q1,13:33:00,13,33,Monday,Afternoon,False,False,False,True
C545840,22423,REGENCY CAKESTAND 3 TIER,-5,2011-03-07 13:35:00,10.95,13089,United Kingdom,REGENCY CAKESTAND 3 TIER,-54.75,2011,3,2011-03,2011Q1,13:35:00,13,35,Monday,Afternoon,False,False,False,True
C545841,22729,ALARM CLOCK BAKELIKE ORANGE,-2,2011-03-07 13:36:00,3.75,17675,United Kingdom,ALARM CLOCK BAKELIKE ORANGE,-7.5,2011,3,2011-03,2011Q1,13:36:00,13,36,Monday,Afternoon,False,False,False,True
C545841,22728,ALARM CLOCK BAKELIKE PINK,-1,2011-03-07 13:36:00,3.75,17675,United Kingdom,ALARM CLOCK BAKELIKE PINK,-3.75,2011,3,2011-03,2011Q1,13:36:00,13,36,Monday,Afternoon,False,False,False,True
C545841,22727,ALARM CLOCK BAKELIKE RED ,-3,2011-03-07 13:36:00,3.75,17675,United Kingdom,ALARM CLOCK BAKELIKE RED ,-11.25,2011,3,2011-03,2011Q1,13:36:00,13,36,Monday,Afternoon,False,False,False,True
C545843,22456,NATURAL SLATE CHALKBOARD LARGE ,-1,2011-03-07 13:37:00,4.95,12921,United Kingdom,NATURAL SLATE CHALKBOARD LARGE ,-4.95,2011,3,2011-03,2011Q1,13:37:00,13,37,Monday,Afternoon,False,False,False,True
C545843,22423,REGENCY CAKESTAND 3 TIER,-1,2011-03-07 13:37:00,12.75,12921,United Kingdom,REGENCY CAKESTAND 3 TIER,-12.75,2011,3,2011-03,2011Q1,13:37:00,13,37,Monday,Afternoon,False,False,False,True
C545844,22926,IVORY GIANT GARDEN THERMOMETER,-1,2011-03-07 13:38:00,5.95,16838,United Kingdom,IVORY GIANT GARDEN THERMOMETER,-5.95,2011,3,2011-03,2011Q1,13:38:00,13,38,Monday,Afternoon,False,False,False,True
C545846,22236,CAKE STAND 3 TIER MAGIC GARDEN,-1,2011-03-07 13:39:00,12.75,13081,United Kingdom,CAKE STAND 3 TIER MAGIC GARDEN,-12.75,2011,3,2011-03,2011Q1,13:39:00,13,39,Monday,Afternoon,False,False,False,True
C545847,23005,TRAVEL CARD WALLET I LOVE LONDON,-1,2011-03-07 13:40:00,0.42,15903,United Kingdom,TRAVEL CARD WALLET I LOVE LONDON,-0.42,2011,3,2011-03,2011Q1,13:40:00,13,40,Monday,Afternoon,False,False,False,True
C545848,22776,SWEETHEART CAKESTAND 3 TIER,-3,2011-03-07 13:41:00,8.5,17672,United Kingdom,SWEETHEART CAKESTAND 3 TIER,-25.5,2011,3,2011-03,2011Q1,13:41:00,13,41,Monday,Afternoon,False,False,False,True
C545849,72741,GRAND CHOCOLATECANDLE,-3,2011-03-07 13:42:00,1.45,16598,United Kingdom,GRAND CHOCOLATECANDLE,-4.35,2011,3,2011-03,2011Q1,13:42:00,13,42,Monday,Afternoon,False,False,False,True
C545850,21527,RED RETROSPOT TRADITIONAL TEAPOT ,-1,2011-03-07 13:45:00,7.95,15811,United Kingdom,RED RETROSPOT TRADITIONAL TEAPOT ,-7.95,2011,3,2011-03,2011Q1,13:45:00,13,45,Monday,Afternoon,False,False,False,True
C545850,21528,DAIRY MAID TRADITIONAL TEAPOT ,-3,2011-03-07 13:45:00,6.95,15811,United Kingdom,DAIRY MAID TRADITIONAL TEAPOT ,-20.85,2011,3,2011-03,2011Q1,13:45:00,13,45,Monday,Afternoon,False,False,False,True
C545852,22804,CANDLEHOLDER PINK HANGING HEART,-1,2011-03-07 13:49:00,2.95,14048,United Kingdom,CANDLEHOLDER PINK HANGING HEART,-2.95,2011,3,2011-03,2011Q1,13:49:00,13,49,Monday,Afternoon,False,False,False,True
C545852,22464,HANGING METAL HEART LANTERN,-5,2011-03-07 13:49:00,1.65,14048,United Kingdom,HANGING METAL HEART LANTERN,-8.25,2011,3,2011-03,2011Q1,13:49:00,13,49,Monday,Afternoon,False,False,False,True
C545852,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-8,2011-03-07 13:49:00,2.95,14048,United Kingdom,WHITE HANGING HEART T-LIGHT HOLDER,-23.6,2011,3,2011-03,2011Q1,13:49:00,13,49,Monday,Afternoon,False,False,False,True
C545866,21424,WOODLAND STORAGE BOX LARGE ,-1,2011-03-07 14:27:00,2.95,17841,United Kingdom,WOODLAND STORAGE BOX LARGE ,-2.95,2011,3,2011-03,2011Q1,14:27:00,14,27,Monday,Afternoon,False,False,False,True
C545866,21426,WOODLAND STORAGE BOX SMALL,-2,2011-03-07 14:27:00,2.1,17841,United Kingdom,WOODLAND STORAGE BOX SMALL,-4.2,2011,3,2011-03,2011Q1,14:27:00,14,27,Monday,Afternoon,False,False,False,True
C545866,21427,SKULLS STORAGE BOX SMALL,-1,2011-03-07 14:27:00,2.1,17841,United Kingdom,SKULLS STORAGE BOX SMALL,-2.1,2011,3,2011-03,2011Q1,14:27:00,14,27,Monday,Afternoon,False,False,False,True
C545867,21424,WOODLAND STORAGE BOX LARGE ,-1,2011-03-07 14:29:00,2.95,17841,United Kingdom,WOODLAND STORAGE BOX LARGE ,-2.95,2011,3,2011-03,2011Q1,14:29:00,14,29,Monday,Afternoon,False,False,False,True
C545885,22667,RECIPE BOX RETROSPOT ,-1,2011-03-07 15:52:00,2.95,15827,United Kingdom,RECIPE BOX RETROSPOT ,-2.95,2011,3,2011-03,2011Q1,15:52:00,15,52,Monday,Afternoon,False,False,False,True
C545885,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-1,2011-03-07 15:52:00,4.95,15827,United Kingdom,SET OF 3 CAKE TINS PANTRY DESIGN ,-4.95,2011,3,2011-03,2011Q1,15:52:00,15,52,Monday,Afternoon,False,False,False,True
C545903,21931,JUMBO STORAGE BAG SUKI,-1,2011-03-08 08:34:00,1.95,13345,United Kingdom,JUMBO STORAGE BAG SUKI,-1.95,2011,3,2011-03,2011Q1,08:34:00,8,34,Tuesday,Morning,False,False,False,True
C545903,22634,CHILDS BREAKFAST SET SPACEBOY ,-1,2011-03-08 08:34:00,9.95,13345,United Kingdom,CHILDS BREAKFAST SET SPACEBOY ,-9.95,2011,3,2011-03,2011Q1,08:34:00,8,34,Tuesday,Morning,False,False,False,True
C545997,21156,RETROSPOT CHILDRENS APRON,-6,2011-03-08 14:35:00,1.95,12679,France,RETROSPOT CHILDRENS APRON,-11.7,2011,3,2011-03,2011Q1,14:35:00,14,35,Tuesday,Afternoon,False,False,False,True
C545997,22367,CHILDRENS APRON SPACEBOY DESIGN,-8,2011-03-08 14:35:00,1.95,12679,France,CHILDRENS APRON SPACEBOY DESIGN,-15.6,2011,3,2011-03,2011Q1,14:35:00,14,35,Tuesday,Afternoon,False,False,False,True
C545997,22634,CHILDS BREAKFAST SET SPACEBOY ,-1,2011-03-08 14:35:00,9.95,12679,France,CHILDS BREAKFAST SET SPACEBOY ,-9.95,2011,3,2011-03,2011Q1,14:35:00,14,35,Tuesday,Afternoon,False,False,False,True
C546022,23187,FRENCH STYLE STORAGE JAR BONBONS,-6,2011-03-08 17:28:00,1.25,14507,United Kingdom,FRENCH STYLE STORAGE JAR BONBONS,-7.5,2011,3,2011-03,2011Q1,17:28:00,17,28,Tuesday,Afternoon,False,False,False,True
C546022,23186,FRENCH STYLE STORAGE JAR CAFE ,-6,2011-03-08 17:28:00,1.25,14507,United Kingdom,FRENCH STYLE STORAGE JAR CAFE ,-7.5,2011,3,2011-03,2011Q1,17:28:00,17,28,Tuesday,Afternoon,False,False,False,True
C546080,22423,REGENCY CAKESTAND 3 TIER,-1,2011-03-09 11:18:00,12.75,15078,United Kingdom,REGENCY CAKESTAND 3 TIER,-12.75,2011,3,2011-03,2011Q1,11:18:00,11,18,Wednesday,Morning,False,False,False,True
C546081,85116,BLACK CANDELABRA T-LIGHT HOLDER,-6,2011-03-09 11:23:00,2.1,15974,United Kingdom,BLACK CANDELABRA T-LIGHT HOLDER,-12.600000000000001,2011,3,2011-03,2011Q1,11:23:00,11,23,Wednesday,Morning,False,False,False,True
C546125,22697,GREEN REGENCY TEACUP AND SAUCER,-6,2011-03-09 14:52:00,2.95,16316,United Kingdom,GREEN REGENCY TEACUP AND SAUCER,-17.700000000000003,2011,3,2011-03,2011Q1,14:52:00,14,52,Wednesday,Afternoon,False,False,False,True
C546128,22726,ALARM CLOCK BAKELIKE GREEN,-1,2011-03-09 15:05:00,3.75,15622,United Kingdom,ALARM CLOCK BAKELIKE GREEN,-3.75,2011,3,2011-03,2011Q1,15:05:00,15,5,Wednesday,Afternoon,False,False,False,True
